IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
47.76.178.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.222.36,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.232.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.101.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.207.169,2096,2096,true,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.21.65,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.254.120,8080,8080,false,SIN,Asia Pacific,Singapore,45,0.00
8.218.201.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.34.188,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.219.4.122,8880,8880,false,SIN,Asia Pacific,Singapore,45,0.00
8.218.126.53,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.5.154,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.18.132,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.90.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.164.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.146.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.76.33.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.238.6.102,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.39.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.149.107,2052,2052,false,SIN,Asia Pacific,Singapore,45,0.00
8.210.245.224,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.74.119,2082,2082,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.236.170.225,80,80,false,SIN,Asia Pacific,Singapore,45,0.00
8.219.40.37,8080,8080,false,SIN,Asia Pacific,Singapore,45,0.00
47.242.79.71,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.66.190,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.218.143.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.34.188,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.34.188,2086,2086,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.65.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.210.65.1,80,80,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,0.00
47.243.139.85,2095,2095,false,HKG,Asia Pacific,Hong Kong,45,0.00
8.217.149.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.219.124.227,2086,2086,false,SIN,Asia Pacific,Singapore,46,0.00
47.243.234.9,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,46,0.00
47.76.32.108,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.207.214,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.49.34,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.219.51.211,8880,8880,false,SIN,Asia Pacific,Singapore,46,0.00
47.242.202.230,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.249.190,8880,8880,false,SIN,Asia Pacific,Singapore,46,0.00
8.217.239.116,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.39.96,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.143.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.166.131,2095,2095,false,SIN,Asia Pacific,Singapore,46,0.00
8.210.9.129,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.27.217,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.2.181,2096,2096,true,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.67.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.155.238,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.201.73,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.34.188,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.119.11,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.219.97.50,2086,2086,false,SIN,Asia Pacific,Singapore,46,0.00
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.219.100.168,8080,8080,false,SIN,Asia Pacific,Singapore,46,0.00
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.54.157,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.222.179.231,2095,2095,false,SIN,Asia Pacific,Singapore,46,0.00
47.243.139.243,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.188.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.234.9,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.126.53,80,80,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.149.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.217.149.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.203.7,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.27.217,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.42.219,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.17.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.174.156,2095,2095,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.202.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.242.59.216,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.210.55.134,2086,2086,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.123.133,8880,8880,false,SIN,Asia Pacific,Singapore,46,0.00
8.210.100.23,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.83.239,2052,2052,false,SIN,Asia Pacific,Singapore,46,0.00
8.210.156.6,2082,2082,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.52.115,2083,2083,true,HKG,Asia Pacific,Hong Kong,46,0.00
47.236.169.164,2095,2095,false,SIN,Asia Pacific,Singapore,46,0.00
47.242.155.183,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.219.147.58,80,80,false,SIN,Asia Pacific,Singapore,46,0.00
8.217.221.165,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
8.218.143.10,8080,8080,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.67.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.76.159.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,46,0.00
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.178.146,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.136.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.65.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.76.33.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.252.237,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.127.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.199.41,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.146.204,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,47,0.00
8.210.245.224,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.85.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.53.110,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.222.36,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.234.9,8080,8080,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.203.7,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,47,0.00
8.210.3.24,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.212.12.98,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.49.34,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.39.96,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.173.187,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.143.10,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,47,0.00
8.219.124.227,2095,2095,false,SIN,Asia Pacific,Singapore,47,0.00
47.236.174.206,2052,2052,false,SIN,Asia Pacific,Singapore,47,0.00
47.243.42.219,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.85.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.53.110,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.174.118,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.174.142,2095,2095,false,SIN,Asia Pacific,Singapore,47,0.00
47.242.17.250,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.236.118.216,80,80,false,SIN,Asia Pacific,Singapore,47,0.00
47.76.146.1,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.218.52.115,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.217.149.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.242.59.216,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.234.9,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.91.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.91.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.90.180,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
47.243.74.220,80,80,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.101.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.219.5.10,80,80,false,SIN,Asia Pacific,Singapore,47,0.00
8.218.22.210,2086,2086,false,HKG,Asia Pacific,Hong Kong,47,0.00
8.210.146.108,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.232.148,8880,8880,false,SIN,Asia Pacific,Singapore,48,0.00
47.236.169.164,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
47.76.33.40,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.173.187,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.207.214,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.94.15,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.149.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.5.154,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.155.183,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.76.33.40,2095,2095,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.202.230,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.48.92,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.159.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.169.63,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.174.156,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.122.55,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.203.119,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.65.237,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.156.6,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.157.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.149.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.42.219,80,80,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.234.127,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.188.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.156.6,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.207.169,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.236.166.131,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
47.238.40.58,8080,8080,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.243.139.85,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.242.54.157,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.210.55.134,2082,2082,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.145.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
47.237.86.185,2095,2095,false,SIN,Asia Pacific,Singapore,48,0.00
8.217.147.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.217.91.121,8880,8880,false,HKG,Asia Pacific,Hong Kong,48,0.00
8.222.187.4,2052,2052,false,SIN,Asia Pacific,Singapore,48,0.00
47.236.123.133,80,80,false,SIN,Asia Pacific,Singapore,48,0.00
8.210.101.157,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.139.85,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.204.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.178.146,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.181.189,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.55.134,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.145.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.159.210,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.139.243,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.188.129,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.245.224,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.86.79,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.203.119,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.90.180,2082,2082,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.76.204.76,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.210.64,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
47.236.83.239,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
47.76.80.72,80,80,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.239.116,2095,2095,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.169.164,8880,8880,false,SIN,Asia Pacific,Singapore,49,0.00
47.242.59.216,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.91.58,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.34.188,8080,8080,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.202.130,8880,8880,false,SIN,Asia Pacific,Singapore,49,0.00
47.243.42.219,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.237.94.140,2082,2082,false,SIN,Asia Pacific,Singapore,49,0.00
8.219.83.71,2086,2086,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.146.204,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.217.251.62,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.243.183.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.210.107.246,2086,2086,false,HKG,Asia Pacific,Hong Kong,49,0.00
8.219.220.88,2082,2082,false,SIN,Asia Pacific,Singapore,49,0.00
8.218.243.95,8880,8880,false,HKG,Asia Pacific,Hong Kong,49,0.00
47.236.202.91,80,80,false,SIN,Asia Pacific,Singapore,49,0.00
47.236.87.246,2086,2086,false,SIN,Asia Pacific,Singapore,49,0.00
47.242.54.157,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.173.187,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.86.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.91.121,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.60.150,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.143.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.219.209.14,2095,2095,false,SIN,Asia Pacific,Singapore,50,0.00
47.242.234.127,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.222.146.222,2095,2095,false,SIN,Asia Pacific,Singapore,50,0.00
8.218.207.169,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.146.204,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.147.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.59.216,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.221.165,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.142.253,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.250.222,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.60.150,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.17.250,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.171.94,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.222.181.117,2095,2095,false,SIN,Asia Pacific,Singapore,50,0.00
8.210.65.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.59.216,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.219.161.129,8080,8080,false,SIN,Asia Pacific,Singapore,50,0.00
47.243.173.187,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.146.204,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.210.100.23,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.238.6.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.210.65.1,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.234.127,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.237.95.13,2052,2052,false,SIN,Asia Pacific,Singapore,50,0.00
8.219.189.143,8080,8080,false,SIN,Asia Pacific,Singapore,50,0.00
8.218.155.238,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.76.32.108,2095,2095,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.237.82.15,80,80,false,SIN,Asia Pacific,Singapore,50,0.00
47.242.59.216,2052,2052,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.76.32.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.5.154,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.210.48.107,8880,8880,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.218.188.129,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.219.200.145,2095,2095,false,SIN,Asia Pacific,Singapore,50,0.00
8.217.239.116,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,0.00
8.217.145.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.243.90.180,2086,2086,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.236.93.176,2052,2052,false,SIN,Asia Pacific,Singapore,50,0.00
8.217.207.60,80,80,false,HKG,Asia Pacific,Hong Kong,50,0.00
47.242.171.94,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.76.33.40,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.242.202.230,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.150.13,2095,2095,false,SIN,Asia Pacific,Singapore,51,0.00
8.218.243.95,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.217.147.230,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.76.32.108,8880,8880,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.122.55,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.210.107.246,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.146.204,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.57.233.126,80,80,false,SJC,North America,San Jose,51,0.00
47.243.60.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.210.119.11,8080,8080,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.210.107.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.121.23,80,80,false,SIN,Asia Pacific,Singapore,51,0.00
47.242.155.183,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.243.5.154,2082,2082,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.219.198.34,2086,2086,false,SIN,Asia Pacific,Singapore,51,0.00
47.242.36.78,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.217.145.40,80,80,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.219.240.160,8080,8080,false,SIN,Asia Pacific,Singapore,51,0.00
8.218.204.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.217.207.60,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.219.248.47,2082,2082,false,SIN,Asia Pacific,Singapore,51,0.00
47.76.37.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.85.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
8.218.143.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.243.67.28,2086,2086,false,HKG,Asia Pacific,Hong Kong,51,0.00
47.236.158.158,8880,8880,false,SIN,Asia Pacific,Singapore,52,0.00
47.237.83.20,2095,2095,false,SIN,Asia Pacific,Singapore,52,0.00
47.76.33.40,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.243.139.243,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.242.252.237,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.217.145.40,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.210.101.157,2086,2086,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.217.207.60,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.76.33.40,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.242.79.71,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.236.117.48,2086,2086,false,SIN,Asia Pacific,Singapore,52,0.00
8.219.111.147,2095,2095,false,SIN,Asia Pacific,Singapore,52,0.00
47.236.165.25,2082,2082,false,SIN,Asia Pacific,Singapore,52,0.00
47.242.36.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.222.215.228,2052,2052,false,SIN,Asia Pacific,Singapore,52,0.00
47.243.42.219,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.243.173.187,8880,8880,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.218.211.17,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.236.168.17,8880,8880,false,SIN,Asia Pacific,Singapore,52,0.00
8.218.146.204,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.236.169.15,2095,2095,false,SIN,Asia Pacific,Singapore,52,0.00
8.218.126.53,2095,2095,false,HKG,Asia Pacific,Hong Kong,52,0.00
47.237.95.140,8080,8080,false,SIN,Asia Pacific,Singapore,52,0.00
8.218.65.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.210.101.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.210.146.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.217.250.222,2052,2052,false,HKG,Asia Pacific,Hong Kong,52,0.00
8.210.21.65,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,0.00
8.210.119.11,2095,2095,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.210.192.93,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.219.163.195,2052,2052,false,SIN,Asia Pacific,Singapore,53,0.00
47.243.5.154,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.242.17.250,2095,2095,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.222.180.86,2095,2095,false,SIN,Asia Pacific,Singapore,53,0.00
8.218.222.36,2086,2086,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.219.210.57,8880,8880,false,SIN,Asia Pacific,Singapore,53,0.00
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,53,0.00
8.219.120.87,2095,2095,false,SIN,Asia Pacific,Singapore,53,0.00
8.222.167.147,2086,2086,false,SIN,Asia Pacific,Singapore,53,0.00
47.242.36.78,80,80,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.218.243.95,80,80,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.76.94.15,2087,2087,true,HKG,Asia Pacific,Hong Kong,53,0.00
47.76.80.72,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.243.91.58,8080,8080,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.222.167.147,8080,8080,false,SIN,Asia Pacific,Singapore,53,0.00
8.210.39.96,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.243.5.154,2052,2052,false,HKG,Asia Pacific,Hong Kong,53,0.00
47.242.36.78,8880,8880,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.217.149.28,2082,2082,false,HKG,Asia Pacific,Hong Kong,53,0.00
8.219.248.47,2052,2052,false,SIN,Asia Pacific,Singapore,53,0.00
47.236.189.92,80,80,false,SIN,Asia Pacific,Singapore,54,0.00
8.217.149.28,80,80,false,HKG,Asia Pacific,Hong Kong,54,0.00
8.222.183.242,2052,2052,false,SIN,Asia Pacific,Singapore,54,0.00
8.222.181.117,2082,2082,false,SIN,Asia Pacific,Singapore,54,0.00
8.217.49.34,2052,2052,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.76.77.103,2082,2082,false,HKG,Asia Pacific,Hong Kong,54,0.00
47.237.82.15,2052,2052,false,SIN,Asia Pacific,Singapore,54,0.00
8.210.65.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,54,0.00
